       sales,               date,region
1629,6/28/2020,west
1722,6/29/2020,north
1662,6/29/2020,south
1662,6/29/2020,east
1503,6/29/2020,west
1794,6/30/2020,north
1572,6/30/2020,south
1668,6/30/2020,east
1647,6/30/2020,west
1632,7/1/2020,north
1578,7/1/2020,south
1650,7/1/2020,east
1797,7/1/2020,west
1734,7/2/2020,north
1734,7/2/2020,south
1581,7/2/2020,east
1665,7/2/2020,west
1695,7/3/2020,north
1701,7/3/2020,south
1584,7/3/2020,east
1518,7/3/2020,west
1737,7/4/2020,north
1656,7/4/2020,south
1695,7/4/2020,east
1563,7/4/2020,west
1788,7/5/2020,north
1746,7/5/2020,south
1647,7/5/2020,east
1527,7/5/2020,west
1548,7/6/2020,north
1572,7/6/2020,south
1569,7/6/2020,east
1527,7/6/2020,west
1500,7/7/2020,north
1791,7/7/2020,south
1656,7/7/2020,east
1743,7/7/2020,west
1563,7/8/2020,north
1722,7/8/2020,south
1758,7/8/2020,east
1524,7/8/2020,west
1788,7/9/2020,north
1713,7/9/2020,south
1596,7/9/2020,east
1716,7/9/2020,west
1587,7/10/2020,north
1509,7/10/2020,south
1698,7/10/2020,east
1515,7/10/2020,west
1500,7/11/2020,north
1689,7/11/2020,south
1554,7/11/2020,east
1509,7/11/2020,west
1746,7/12/2020,north
1572,7/12/2020,south
1773,7/12/2020,east
1596,7/12/2020,west
1680,7/13/2020,north
1764,7/13/2020,south
1782,7/13/2020,east
1728,7/13/2020,west
1557,7/14/2020,north
1515,7/14/2020,south
1695,7/14/2020,east
1500,7/14/2020,west
1542,7/15/2020,north
1740,7/15/2020,south
1647,7/15/2020,east
1596,7/15/2020,west
1515,7/16/2020,north
1731,7/16/2020,south
1605,7/16/2020,east
1791,7/16/2020,west
1794,7/17/2020,north
1677,7/17/2020,south
1641,7/17/2020,east
1773,7/17/2020,west
1623,7/18/2020,north
1707,7/18/2020,south
1749,7/18/2020,east
1797,7/18/2020,west
1614,7/19/2020,north
1653,7/19/2020,south
1674,7/19/2020,east
1779,7/19/2020,west
1797,7/20/2020,north
1560,7/20/2020,south
1638,7/20/2020,east
1716,7/20/2020,west
1572,7/21/2020,north
1767,7/21/2020,south
1689,7/21/2020,east
1734,7/21/2020,west
1668,7/22/2020,north
1728,7/22/2020,south
1668,7/22/2020,east
1584,7/22/2020,west
1692,7/23/2020,north
1710,7/23/2020,south
1758,7/23/2020,east
1545,7/23/2020,west
1530,7/24/2020,north
1530,7/24/2020,south
1575,7/24/2020,east
1776,7/24/2020,west
1794,7/25/2020,north
1647,7/25/2020,south
1611,7/25/2020,east
1704,7/25/2020,west
1569,7/26/2020,north
1659,7/26/2020,south
1575,7/26/2020,east
1788,7/26/2020,west
1602,7/27/2020,north
1620,7/27/2020,south
1530,7/27/2020,east
1608,7/27/2020,west
1800,7/28/2020,north
1506,7/28/2020,south
1608,7/28/2020,east
1581,7/28/2020,west
1533,7/29/2020,north
1686,7/29/2020,south
1773,7/29/2020,east
1644,7/29/2020,west
1722,7/30/2020,north
1584,7/30/2020,south
1596,7/30/2020,east
1512,7/30/2020,west
1527,7/31/2020,north
1530,7/31/2020,south
1533,7/31/2020,east
1530,7/31/2020,west
1788,8/1/2020,north
1596,8/1/2020,south
1680,8/1/2020,east
1671,8/1/2020,west
1656,8/2/2020,north
1716,8/2/2020,south
1623,8/2/2020,east
1596,8/2/2020,west
1665,8/3/2020,north
1650,8/3/2020,south
1503,8/3/2020,east
1665,8/3/2020,west
1539,8/4/2020,north
1659,8/4/2020,south
1602,8/4/2020,east
1719,8/4/2020,west
1749,8/5/2020,north
1548,8/5/2020,south
1653,8/5/2020,east
1662,8/5/2020,west
1770,8/6/2020,north
1710,8/6/2020,south
1509,8/6/2020,east
1545,8/6/2020,west
1740,8/7/2020,north
1524,8/7/2020,south
1641,8/7/2020,east
1710,8/7/2020,west
1728,8/8/2020,north
1695,8/8/2020,south
1716,8/8/2020,east
1785,8/8/2020,west
1617,8/9/2020,north
1752,8/9/2020,south
1734,8/9/2020,east
1521,8/9/2020,west
1545,8/10/2020,north
1722,8/10/2020,south
1647,8/10/2020,east
1530,8/10/2020,west
1632,8/11/2020,north
1620,8/11/2020,south
1551,8/11/2020,east
1557,8/11/2020,west
1737,8/12/2020,north
1749,8/12/2020,south
1704,8/12/2020,east
1671,8/12/2020,west
1500,8/13/2020,north
1500,8/13/2020,south
1701,8/13/2020,east
1785,8/13/2020,west
1542,8/14/2020,north
1791,8/14/2020,south
1716,8/14/2020,east
1665,8/14/2020,west
1740,8/15/2020,north
1632,8/15/2020,south
1560,8/15/2020,east
1689,8/15/2020,west
1749,8/16/2020,north
1605,8/16/2020,south
1629,8/16/2020,east
1728,8/16/2020,west
1554,8/17/2020,north
1629,8/17/2020,south
1698,8/17/2020,east
1635,8/17/2020,west
1761,8/18/2020,north
1566,8/18/2020,south
1692,8/18/2020,east
1563,8/18/2020,west
1662,8/19/2020,north
1635,8/19/2020,south
1674,8/19/2020,east
1602,8/19/2020,west
1686,8/20/2020,north
1506,8/20/2020,south
1515,8/20/2020,east
1779,8/20/2020,west
1557,8/21/2020,north
1551,8/21/2020,south
1521,8/21/2020,east
1710,8/21/2020,west
1563,8/22/2020,north
1683,8/22/2020,south
1791,8/22/2020,east
1773,8/22/2020,west
1716,8/23/2020,north
1731,8/23/2020,south
1593,8/23/2020,east
1788,8/23/2020,west
1785,8/24/2020,north
1647,8/24/2020,south
1755,8/24/2020,east
1665,8/24/2020,west
1545,8/25/2020,north
1755,8/25/2020,south
1605,8/25/2020,east
1548,8/25/2020,west
1533,8/26/2020,north
1752,8/26/2020,south
1758,8/26/2020,east
1767,8/26/2020,west
1761,8/27/2020,north
1671,8/27/2020,south
1551,8/27/2020,east
1686,8/27/2020,west
1788,8/28/2020,north
1551,8/28/2020,south
1554,8/28/2020,east
1623,8/28/2020,west
1698,8/29/2020,north
1659,8/29/2020,south
1593,8/29/2020,east
1674,8/29/2020,west
1800,8/30/2020,north
1554,8/30/2020,south
1713,8/30/2020,east
1611,8/30/2020,west
1797,8/31/2020,north
1581,8/31/2020,south
1623,8/31/2020,east
1515,8/31/2020,west
1797,9/1/2020,north
1704,9/1/2020,south
1539,9/1/2020,east
1617,9/1/2020,west
1737,9/2/2020,north
1635,9/2/2020,south
1671,9/2/2020,east
1632,9/2/2020,west
1575,9/3/2020,north
1713,9/3/2020,south
1581,9/3/2020,east
1719,9/3/2020,west
1533,9/4/2020,north
1539,9/4/2020,south
1569,9/4/2020,east
1743,9/4/2020,west
1620,9/5/2020,north
1743,9/5/2020,south
1563,9/5/2020,east
1764,9/5/2020,west
1638,9/6/2020,north
1734,9/6/2020,south
1794,9/6/2020,east
1782,9/6/2020,west
1509,9/7/2020,north
1749,9/7/2020,south
1608,9/7/2020,east
1794,9/7/2020,west
1710,9/8/2020,north
1536,9/8/2020,south
1539,9/8/2020,east
1512,9/8/2020,west
1578,9/9/2020,north
1575,9/9/2020,south
1551,9/9/2020,east
1650,9/9/2020,west
1662,9/10/2020,north
1767,9/10/2020,south
1596,9/10/2020,east
1710,9/10/2020,west
1764,9/11/2020,north
1722,9/11/2020,south
1611,9/11/2020,east
1656,9/11/2020,west
1602,9/12/2020,north
1686,9/12/2020,south
1599,9/12/2020,east
1800,9/12/2020,west
1503,9/13/2020,north
1554,9/13/2020,south
1554,9/13/2020,east
1575,9/13/2020,west
1647,9/14/2020,north
1776,9/14/2020,south
1788,9/14/2020,east
1791,9/14/2020,west
1542,9/15/2020,north
1782,9/15/2020,south
1620,9/15/2020,east
1641,9/15/2020,west
1590,9/16/2020,north
1734,9/16/2020,south
1710,9/16/2020,east
1641,9/16/2020,west
1611,9/17/2020,north
1581,9/17/2020,south
1596,9/17/2020,east
1539,9/17/2020,west
1764,9/18/2020,north
1584,9/18/2020,south
1701,9/18/2020,east
1518,9/18/2020,west
1692,9/19/2020,north
1743,9/19/2020,south
1737,9/19/2020,east
1590,9/19/2020,west
1623,9/20/2020,north
1521,9/20/2020,south
1590,9/20/2020,east
1677,9/20/2020,west
1776,9/21/2020,north
1629,9/21/2020,south
1776,9/21/2020,east
1728,9/21/2020,west
1776,9/22/2020,north
1629,9/22/2020,south
1539,9/22/2020,east
1563,9/22/2020,west
1506,9/23/2020,north
1698,9/23/2020,south
1734,9/23/2020,east
1557,9/23/2020,west
1527,9/24/2020,north
1761,9/24/2020,south
1560,9/24/2020,east
1650,9/24/2020,west
1533,9/25/2020,north
1602,9/25/2020,south
1743,9/25/2020,east
1617,9/25/2020,west
1536,9/26/2020,north
1773,9/26/2020,south
1521,9/26/2020,east
1542,9/26/2020,west
1737,9/27/2020,north
1509,9/27/2020,south
1626,9/27/2020,east
1584,9/27/2020,west
1671,9/28/2020,north
1680,9/28/2020,south
1599,9/28/2020,east
1776,9/28/2020,west
1674,9/29/2020,north
1728,9/29/2020,south
1551,9/29/2020,east
1641,9/29/2020,west
1614,9/30/2020,north
1773,9/30/2020,south
1509,9/30/2020,east
1740,9/30/2020,west
1614,10/1/2020,north
1599,10/1/2020,south
1785,10/1/2020,east
1506,10/1/2020,west
1689,10/2/2020,north
1659,10/2/2020,south
1785,10/2/2020,east
1701,10/2/2020,west
1515,10/3/2020,north
1545,10/3/2020,south
1599,10/3/2020,east
1512,10/3/2020,west
1524,10/4/2020,north
1779,10/4/2020,south
1500,10/4/2020,east
1755,10/4/2020,west
1773,10/5/2020,north
1743,10/5/2020,south
1662,10/5/2020,east
1596,10/5/2020,west
1788,10/6/2020,north
1503,10/6/2020,south
1779,10/6/2020,east
1563,10/6/2020,west
1554,10/7/2020,north
1734,10/7/2020,south
1629,10/7/2020,east
1608,10/7/2020,west
1794,10/8/2020,north
1674,10/8/2020,south
1662,10/8/2020,east
1788,10/8/2020,west
1536,10/9/2020,north
1521,10/9/2020,south
1656,10/9/2020,east
1551,10/9/2020,west
1593,10/10/2020,north
1590,10/10/2020,south
1671,10/10/2020,east
1707,10/10/2020,west
1569,10/11/2020,north
1773,10/11/2020,south
1674,10/11/2020,east
1536,10/11/2020,west
1677,10/12/2020,north
1605,10/12/2020,south
1653,10/12/2020,east
1749,10/12/2020,west
1578,10/13/2020,north
1638,10/13/2020,south
1515,10/13/2020,east
1683,10/13/2020,west
1680,10/14/2020,north
1755,10/14/2020,south
1584,10/14/2020,east
1590,10/14/2020,west
1518,10/15/2020,north
1701,10/15/2020,south
1716,10/15/2020,east
1563,10/15/2020,west
1638,10/16/2020,north
1689,10/16/2020,south
1515,10/16/2020,east
1632,10/16/2020,west
1509,10/17/2020,north
1791,10/17/2020,south
1509,10/17/2020,east
1776,10/17/2020,west
1524,10/18/2020,north
1716,10/18/2020,south
1578,10/18/2020,east
1713,10/18/2020,west
1656,10/19/2020,north
1725,10/19/2020,south
1554,10/19/2020,east
1524,10/19/2020,west
1569,10/20/2020,north
1758,10/20/2020,south
1758,10/20/2020,east
1614,10/20/2020,west
1740,10/21/2020,north
1521,10/21/2020,south
1722,10/21/2020,east
1605,10/21/2020,west
1749,10/22/2020,north
1638,10/22/2020,south
1710,10/22/2020,east
1668,10/22/2020,west
1635,10/23/2020,north
1533,10/23/2020,south
1635,10/23/2020,east
1575,10/23/2020,west
1737,10/24/2020,north
1593,10/24/2020,south
1707,10/24/2020,east
1536,10/24/2020,west
1689,10/25/2020,north
1680,10/25/2020,south
1605,10/25/2020,east
1617,10/25/2020,west
1746,10/26/2020,north
1518,10/26/2020,south
1656,10/26/2020,east
1542,10/26/2020,west
1581,10/27/2020,north
1716,10/27/2020,south
1683,10/27/2020,east
1518,10/27/2020,west
1746,10/28/2020,north
1587,10/28/2020,south
1644,10/28/2020,east
1731,10/28/2020,west
1770,10/29/2020,north
1692,10/29/2020,south
1557,10/29/2020,east
1524,10/29/2020,west
1773,10/30/2020,north
1689,10/30/2020,south
1776,10/30/2020,east
1686,10/30/2020,west
1581,10/31/2020,north
1758,10/31/2020,south
1755,10/31/2020,east
1668,10/31/2020,west
1665,11/1/2020,north
1551,11/1/2020,south
1770,11/1/2020,east
1593,11/1/2020,west
1734,11/2/2020,north
1500,11/2/2020,south
1740,11/2/2020,east
1686,11/2/2020,west
1551,11/3/2020,north
1752,11/3/2020,south
1746,11/3/2020,east
1581,11/3/2020,west
1773,11/4/2020,north
1788,11/4/2020,south
1545,11/4/2020,east
1506,11/4/2020,west
1644,11/5/2020,north
1605,11/5/2020,south
1686,11/5/2020,east
1539,11/5/2020,west
1725,11/6/2020,north
1599,11/6/2020,south
1659,11/6/2020,east
1575,11/6/2020,west
1653,11/7/2020,north
1641,11/7/2020,south
1587,11/7/2020,east
1758,11/7/2020,west
1785,11/8/2020,north
1695,11/8/2020,south
1581,11/8/2020,east
1734,11/8/2020,west
1788,11/9/2020,north
1593,11/9/2020,south
1593,11/9/2020,east
1512,11/9/2020,west
1638,11/10/2020,north
1734,11/10/2020,south
1695,11/10/2020,east
1638,11/10/2020,west
1695,11/11/2020,north
1533,11/11/2020,south
1731,11/11/2020,east
1689,11/11/2020,west
1713,11/12/2020,north
1596,11/12/2020,south
1686,11/12/2020,east
1515,11/12/2020,west
1581,11/13/2020,north
1521,11/13/2020,south
1677,11/13/2020,east
1635,11/13/2020,west
1749,11/14/2020,north
1542,11/14/2020,south
1602,11/14/2020,east
1557,11/14/2020,west
1686,11/15/2020,north
1638,11/15/2020,south
1794,11/15/2020,east
1659,11/15/2020,west
1773,11/16/2020,north
1671,11/16/2020,south
1626,11/16/2020,east
1725,11/16/2020,west
1686,11/17/2020,north
1521,11/17/2020,south
1734,11/17/2020,east
1530,11/17/2020,west
1698,11/18/2020,north
1770,11/18/2020,south
1752,11/18/2020,east
1662,11/18/2020,west
1566,11/19/2020,north
1590,11/19/2020,south
1635,11/19/2020,east
1698,11/19/2020,west
1683,11/20/2020,north
1653,11/20/2020,south
1527,11/20/2020,east
1524,11/20/2020,west
1593,11/21/2020,north
1656,11/21/2020,south
1623,11/21/2020,east
1638,11/21/2020,west
1596,11/22/2020,north
1575,11/22/2020,south
1656,11/22/2020,east
1725,11/22/2020,west
1767,11/23/2020,north
1650,11/23/2020,south
1641,11/23/2020,east
1632,11/23/2020,west
1602,11/24/2020,north
1632,11/24/2020,south
1743,11/24/2020,east
1617,11/24/2020,west
1725,11/25/2020,north
1761,11/25/2020,south
1791,11/25/2020,east
1620,11/25/2020,west
1770,11/26/2020,north
1791,11/26/2020,south
1665,11/26/2020,east
1743,11/26/2020,west
1632,11/27/2020,north
1587,11/27/2020,south
1680,11/27/2020,east
1656,11/27/2020,west
1746,11/28/2020,north
1599,11/28/2020,south
1719,11/28/2020,east
1794,11/28/2020,west
1758,11/29/2020,north
1557,11/29/2020,south
1647,11/29/2020,east
1740,11/29/2020,west
1635,11/30/2020,north
1584,11/30/2020,south
1614,11/30/2020,east
1749,11/30/2020,west
1587,12/1/2020,north
1719,12/1/2020,south
1620,12/1/2020,east
1656,12/1/2020,west
1554,12/2/2020,north
1755,12/2/2020,south
1737,12/2/2020,east
1548,12/2/2020,west
1572,12/3/2020,north
1560,12/3/2020,south
1746,12/3/2020,east
1788,12/3/2020,west
1638,12/4/2020,north
1626,12/4/2020,south
1518,12/4/2020,east
1773,12/4/2020,west
1707,12/5/2020,north
1614,12/5/2020,south
1722,12/5/2020,east
1524,12/5/2020,west
1560,12/6/2020,north
1617,12/6/2020,south
1566,12/6/2020,east
1515,12/6/2020,west
1509,12/7/2020,north
1545,12/7/2020,south
1596,12/7/2020,east
1671,12/7/2020,west
1686,12/8/2020,north
1785,12/8/2020,south
1800,12/8/2020,east
1590,12/8/2020,west
1788,12/9/2020,north
1788,12/9/2020,south
1584,12/9/2020,east
1665,12/9/2020,west
1620,12/10/2020,north
1725,12/10/2020,south
1569,12/10/2020,east
1533,12/10/2020,west
1503,12/11/2020,north
1713,12/11/2020,south
1650,12/11/2020,east
1776,12/11/2020,west
1629,12/12/2020,north
1662,12/12/2020,south
1623,12/12/2020,east
1590,12/12/2020,west
1650,12/13/2020,north
1647,12/13/2020,south
1683,12/13/2020,east
1530,12/13/2020,west
1746,12/14/2020,north
1551,12/14/2020,south
1548,12/14/2020,east
1767,12/14/2020,west
1785,12/15/2020,north
1734,12/15/2020,south
1578,12/15/2020,east
1596,12/15/2020,west
1779,12/16/2020,north
1770,12/16/2020,south
1581,12/16/2020,east
1614,12/16/2020,west
1506,12/17/2020,north
1533,12/17/2020,south
1677,12/17/2020,east
1737,12/17/2020,west
1635,12/18/2020,north
1800,12/18/2020,south
1794,12/18/2020,east
1653,12/18/2020,west
1719,12/19/2020,north
1674,12/19/2020,south
1575,12/19/2020,east
1650,12/19/2020,west
1707,12/20/2020,north
1692,12/20/2020,south
1614,12/20/2020,east
1563,12/20/2020,west
1575,12/21/2020,north
1506,12/21/2020,south
1599,12/21/2020,east
1686,12/21/2020,west
1518,12/22/2020,north
1677,12/22/2020,south
1722,12/22/2020,east
1566,12/22/2020,west
1677,12/23/2020,north
1542,12/23/2020,south
1785,12/23/2020,east
1671,12/23/2020,west
1725,12/24/2020,north
1506,12/24/2020,south
1563,12/24/2020,east
1668,12/24/2020,west
1782,12/25/2020,north
1557,12/25/2020,south
1797,12/25/2020,east
1563,12/25/2020,west
1554,12/26/2020,north
1650,12/26/2020,south
1698,12/26/2020,east
1737,12/26/2020,west
1770,12/27/2020,north
1734,12/27/2020,south
1770,12/27/2020,east
1524,12/27/2020,west
1725,12/28/2020,north
1536,12/28/2020,south
1758,12/28/2020,east
1683,12/28/2020,west
1518,12/29/2020,north
1677,12/29/2020,south
1614,12/29/2020,east
1767,12/29/2020,west
1524,12/30/2020,north
1530,12/30/2020,south
1584,12/30/2020,east
1791,12/30/2020,west
1740,12/31/2020,north
1698,12/31/2020,south
1770,12/31/2020,east
1650,12/31/2020,west
1536,1/1/2021,north
1542,1/1/2021,south
1671,1/1/2021,east
1752,1/1/2021,west
1794,1/2/2021,north
1620,1/2/2021,south
1584,1/2/2021,east
1503,1/2/2021,west
1758,1/3/2021,north
1578,1/3/2021,south
1677,1/3/2021,east
1722,1/3/2021,west
1590,1/4/2021,north
1785,1/4/2021,south
1731,1/4/2021,east
1686,1/4/2021,west
1536,1/5/2021,north
1578,1/5/2021,south
1683,1/5/2021,east
1608,1/5/2021,west
1743,1/6/2021,north
1743,1/6/2021,south
1638,1/6/2021,east
1788,1/6/2021,west
1716,1/7/2021,north
1602,1/7/2021,south
1596,1/7/2021,east
1797,1/7/2021,west
1662,1/8/2021,north
1668,1/8/2021,south
1662,1/8/2021,east
1521,1/8/2021,west
1563,1/9/2021,north
1647,1/9/2021,south
1743,1/9/2021,east
1653,1/9/2021,west
1731,1/10/2021,north
1608,1/10/2021,south
1512,1/10/2021,east
1545,1/10/2021,west
1740,1/11/2021,north
1611,1/11/2021,south
1536,1/11/2021,east
1626,1/11/2021,west
1614,1/12/2021,north
1572,1/12/2021,south
1539,1/12/2021,east
1605,1/12/2021,west
1545,1/13/2021,north
1542,1/13/2021,south
1779,1/13/2021,east
1680,1/13/2021,west
1701,1/14/2021,north
1677,1/14/2021,south
1614,1/14/2021,east
1590,1/14/2021,west
2025,1/15/2021,north
2195,1/15/2021,south
2180,1/15/2021,east
2395,1/15/2021,west
2110,1/16/2021,north
2145,1/16/2021,south
2340,1/16/2021,east
2390,1/16/2021,west
2475,1/17/2021,north
2320,1/17/2021,south
2105,1/17/2021,east
2090,1/17/2021,west
2050,1/18/2021,north
2410,1/18/2021,south
2125,1/18/2021,east
2325,1/18/2021,west
2335,1/19/2021,north
2105,1/19/2021,south
2340,1/19/2021,east
2420,1/19/2021,west
2415,1/20/2021,north
2495,1/20/2021,south
2070,1/20/2021,east
2405,1/20/2021,west
2090,1/21/2021,north
2145,1/21/2021,south
2245,1/21/2021,east
2330,1/21/2021,west
2460,1/22/2021,north
2230,1/22/2021,south
2010,1/22/2021,east
2380,1/22/2021,west
2025,1/23/2021,north
2085,1/23/2021,south
2420,1/23/2021,east
2175,1/23/2021,west
2015,1/24/2021,north
2445,1/24/2021,south
2255,1/24/2021,east
2085,1/24/2021,west
2210,1/25/2021,north
2145,1/25/2021,south
2200,1/25/2021,east
2160,1/25/2021,west
2050,1/26/2021,north
2280,1/26/2021,south
2165,1/26/2021,east
2345,1/26/2021,west
2000,1/27/2021,north
2010,1/27/2021,south
2060,1/27/2021,east
2020,1/27/2021,west
2140,1/28/2021,north
2310,1/28/2021,south
2285,1/28/2021,east
2005,1/28/2021,west
2295,1/29/2021,north
2195,1/29/2021,south
2465,1/29/2021,east
2095,1/29/2021,west
2400,1/30/2021,north
2290,1/30/2021,south
2370,1/30/2021,east
2165,1/30/2021,west
2430,1/31/2021,north
2260,1/31/2021,south
2215,1/31/2021,east
2145,1/31/2021,west
2350,2/1/2021,north
2180,2/1/2021,south
2290,2/1/2021,east
2115,2/1/2021,west
2315,2/2/2021,north
2100,2/2/2021,south
2430,2/2/2021,east
2215,2/2/2021,west
2000,2/3/2021,north
2355,2/3/2021,south
2110,2/3/2021,east
2240,2/3/2021,west
2380,2/4/2021,north
2305,2/4/2021,south
2300,2/4/2021,east
2120,2/4/2021,west
2185,2/5/2021,north
2295,2/5/2021,south
2215,2/5/2021,east
2050,2/5/2021,west
2225,2/6/2021,north
2405,2/6/2021,south
2095,2/6/2021,east
2200,2/6/2021,west
2070,2/7/2021,north
2065,2/7/2021,south
2080,2/7/2021,east
2010,2/7/2021,west
2395,2/8/2021,north
2345,2/8/2021,south
2085,2/8/2021,east
2250,2/8/2021,west
2045,2/9/2021,north
2345,2/9/2021,south
2455,2/9/2021,east
2260,2/9/2021,west
2130,2/10/2021,north
2035,2/10/2021,south
2045,2/10/2021,east
2145,2/10/2021,west
2320,2/11/2021,north
2350,2/11/2021,south
2085,2/11/2021,east
2160,2/11/2021,west
2375,2/12/2021,north
2230,2/12/2021,south
2230,2/12/2021,east
2130,2/12/2021,west
2425,2/13/2021,north
2465,2/13/2021,south
2105,2/13/2021,east
2485,2/13/2021,west
2340,2/14/2021,north
2240,2/14/2021,south
2285,2/14/2021,east
2375,2/14/2021,west
2110,2/15/2021,north
2325,2/15/2021,south
2265,2/15/2021,east
2175,2/15/2021,west
2295,2/16/2021,north
2250,2/16/2021,south
2180,2/16/2021,east
2465,2/16/2021,west
2380,2/17/2021,north
2130,2/17/2021,south
2350,2/17/2021,east
2470,2/17/2021,west
2005,2/18/2021,north
2125,2/18/2021,south
2480,2/18/2021,east
2240,2/18/2021,west
2125,2/19/2021,north
2425,2/19/2021,south
2050,2/19/2021,east
2045,2/19/2021,west
2260,2/20/2021,north
2105,2/20/2021,south
2420,2/20/2021,east
2400,2/20/2021,west
2345,2/21/2021,north
2040,2/21/2021,south
2170,2/21/2021,east
2445,2/21/2021,west
2145,2/22/2021,north
2050,2/22/2021,south
2200,2/22/2021,east
2140,2/22/2021,west
2490,2/23/2021,north
2370,2/23/2021,south
2055,2/23/2021,east
2380,2/23/2021,west
2330,2/24/2021,north
2420,2/24/2021,south
2235,2/24/2021,east
2045,2/24/2021,west
2205,2/25/2021,north
2065,2/25/2021,south
2300,2/25/2021,east
2035,2/25/2021,west
2455,2/26/2021,north
2350,2/26/2021,south
2270,2/26/2021,east
2315,2/26/2021,west
2000,2/27/2021,north
2305,2/27/2021,south
2150,2/27/2021,east
2305,2/27/2021,west
2145,2/28/2021,north
2155,2/28/2021,south
2290,2/28/2021,east
2155,2/28/2021,west
2360,3/1/2021,north
2430,3/1/2021,south
2185,3/1/2021,east
2245,3/1/2021,west
2370,3/2/2021,north
2300,3/2/2021,south
2215,3/2/2021,east
2225,3/2/2021,west
2405,3/3/2021,north
2000,3/3/2021,south
2025,3/3/2021,east
2380,3/3/2021,west
2390,3/4/2021,north
2335,3/4/2021,south
2205,3/4/2021,east
2035,3/4/2021,west
2080,3/5/2021,north
2340,3/5/2021,south
2045,3/5/2021,east
2005,3/5/2021,west
2075,3/6/2021,north
2190,3/6/2021,south
2305,3/6/2021,east
2190,3/6/2021,west
2220,3/7/2021,north
2025,3/7/2021,south
2350,3/7/2021,east
2425,3/7/2021,west
2170,3/8/2021,north
2095,3/8/2021,south
2475,3/8/2021,east
2395,3/8/2021,west
2380,3/9/2021,north
2000,3/9/2021,south
2180,3/9/2021,east
2365,3/9/2021,west
2380,3/10/2021,north
2320,3/10/2021,south
2005,3/10/2021,east
2270,3/10/2021,west
2005,3/11/2021,north
2410,3/11/2021,south
2065,3/11/2021,east
2170,3/11/2021,west
2175,3/12/2021,north
2310,3/12/2021,south
2490,3/12/2021,east
2400,3/12/2021,west
2065,3/13/2021,north
2165,3/13/2021,south
2305,3/13/2021,east
2100,3/13/2021,west
2245,3/14/2021,north
2365,3/14/2021,south
2300,3/14/2021,east
2340,3/14/2021,west
2330,3/15/2021,north
2445,3/15/2021,south
2390,3/15/2021,east
2210,3/15/2021,west
2365,3/16/2021,north
2500,3/16/2021,south
2235,3/16/2021,east
2480,3/16/2021,west
2065,3/17/2021,north
2325,3/17/2021,south
2480,3/17/2021,east
2265,3/17/2021,west
2440,3/18/2021,north
2020,3/18/2021,south
2115,3/18/2021,east
2075,3/18/2021,west
2035,3/19/2021,north
2495,3/19/2021,south
2340,3/19/2021,east
2220,3/19/2021,west
2380,3/20/2021,north
2360,3/20/2021,south
2325,3/20/2021,east
2340,3/20/2021,west
2300,3/21/2021,north
2030,3/21/2021,south
2110,3/21/2021,east
2490,3/21/2021,west
2420,3/22/2021,north
2030,3/22/2021,south
2450,3/22/2021,east
2315,3/22/2021,west
2470,3/23/2021,north
2240,3/23/2021,south
2155,3/23/2021,east
2005,3/23/2021,west
2005,3/24/2021,north
2075,3/24/2021,south
2080,3/24/2021,east
2395,3/24/2021,west
2435,3/25/2021,north
2055,3/25/2021,south
2130,3/25/2021,east
2365,3/25/2021,west
2320,3/26/2021,north
2325,3/26/2021,south
2210,3/26/2021,east
2225,3/26/2021,west
2465,3/27/2021,north
2175,3/27/2021,south
2145,3/27/2021,east
2085,3/27/2021,west
2310,3/28/2021,north
2070,3/28/2021,south
2355,3/28/2021,east
2410,3/28/2021,west
2475,3/29/2021,north
2005,3/29/2021,south
2025,3/29/2021,east
2265,3/29/2021,west
2090,3/30/2021,north
2390,3/30/2021,south
2410,3/30/2021,east
2035,3/30/2021,west
2475,3/31/2021,north
2135,3/31/2021,south
2440,3/31/2021,east
2105,3/31/2021,west
2405,4/1/2021,north
2000,4/1/2021,south
2480,4/1/2021,east
2495,4/1/2021,west
2260,4/2/2021,north
2100,4/2/2021,south
2480,4/2/2021,east
2325,4/2/2021,west
2345,4/3/2021,north
2005,4/3/2021,south
2175,4/3/2021,east
2330,4/3/2021,west
2480,4/4/2021,north
2455,4/4/2021,south
2165,4/4/2021,east
2355,4/4/2021,west
2270,4/5/2021,north
2415,4/5/2021,south
2150,4/5/2021,east
2215,4/5/2021,west
2440,4/6/2021,north
2435,4/6/2021,south
2255,4/6/2021,east
2260,4/6/2021,west
2020,4/7/2021,north
2125,4/7/2021,south
2120,4/7/2021,east
2070,4/7/2021,west
2135,4/8/2021,north
2050,4/8/2021,south
2400,4/8/2021,east
2040,4/8/2021,west
2265,4/9/2021,north
2340,4/9/2021,south
2245,4/9/2021,east
2450,4/9/2021,west
2385,4/10/2021,north
2255,4/10/2021,south
2065,4/10/2021,east
2295,4/10/2021,west
2415,4/11/2021,north
2355,4/11/2021,south
2425,4/11/2021,east
2150,4/11/2021,west
2285,4/12/2021,north
2315,4/12/2021,south
2080,4/12/2021,east
2305,4/12/2021,west
2115,4/13/2021,north
2380,4/13/2021,south
2195,4/13/2021,east
2325,4/13/2021,west
2045,4/14/2021,north
2370,4/14/2021,south
2485,4/14/2021,east
2085,4/14/2021,west
2185,4/15/2021,north
2275,4/15/2021,south
2050,4/15/2021,east
2320,4/15/2021,west
